Employee_ID,Department,Job_Level,Years_of_Experience,Training_Hours,Monthly_Working_Hours,Projects_Completed,Average_Task_Completion_Time,Absence_Days,Engagement_Score,Monthly_Productivity_Score
EMP00326,Finance,Junior,0.0,54.1,182.5,0,9.22,3,65.5,42.88
EMP00327,Operations,Senior,9.8,34.7,159.6,3,8.84,2,74.2,62.54
EMP00328,Marketing,Manager,21.0,33.9,185.2,5,4.88,2,81.1,82.77
EMP00329,Marketing,Mid,3.8,43.4,163.4,0,9.12,4,50.9,39.27
EMP00330,Engineering,Mid,2.0,40.3,184.7,7,10.43,0,79.4,66.15
EMP00331,Finance,Senior,11.4,47.4,215.0,4,7.21,7,64.0,64.44
EMP00332,Engineering,Senior,5.0,51.3,167.0,2,6.99,2,41.2,59.92
EMP00333,Finance,Junior,0.4,80.5,215.0,4,9.48,3,59.0,54.19
EMP00334,Operations,Junior,3.3,62.4,181.9,4,8.29,0,54.7,59.1
EMP00335,Sales,Mid,3.3,70.9,164.5,7,8.64,3,76.5,56.28
EMP00336,Marketing,Senior,8.2,30.7,163.9,7,8.31,1,53.5,65.25
EMP00337,Sales,Senior,13.9,19.0,208.1,4,7.51,7,68.8,72.25
EMP00338,Finance,Senior,10.7,42.8,181.9,8,9.22,3,61.7,68.85
EMP00339,Sales,Lead,20.0,51.9,167.1,9,5.2,4,44.7,74.51
EMP00340,Customer_Support,Junior,4.0,61.5,172.2,4,9.56,5,51.4,43.81
EMP00341,Sales,Mid,6.3,65.2,181.0,3,10.83,3,80.4,53.03
EMP00342,Customer_Support,Junior,1.8,13.0,174.9,2,10.35,1,55.9,45.08
EMP00343,Operations,Lead,8.0,57.8,179.8,7,9.3,3,70.9,66.91
EMP00344,Marketing,Mid,3.0,52.0,199.8,5,9.3,3,74.2,65.8
EMP00345,Operations,Junior,0.7,27.8,159.2,7,11.18,4,54.6,47.88
EMP00346,Operations,Junior,1.2,61.9,184.0,1,9.72,3,44.6,43.31
EMP00347,Customer_Support,Senior,5.0,45.5,174.0,3,6.78,5,44.2,46.86
EMP00348,Engineering,Senior,11.0,48.7,168.0,7,8.81,3,87.4,79.76
EMP00349,Marketing,Senior,6.8,58.0,190.0,5,9.01,6,65.8,63.19
EMP00350,Sales,Junior,2.1,57.5,154.5,2,9.91,3,41.2,40.95
EMP00351,Marketing,Lead,12.9,16.9,141.9,7,5.97,0,74.0,64.48
EMP00352,Sales,Senior,11.1,40.9,178.1,8,10.07,5,40.6,60.84
EMP00353,Marketing,Senior,6.9,18.7,173.1,8,9.6,4,54.1,70.41
EMP00354,Marketing,Senior,8.8,52.7,156.1,10,7.33,3,65.0,67.9
EMP00355,HR,Lead,11.9,60.0,151.1,7,9.42,4,96.2,83.85
EMP00356,Marketing,Manager,18.1,16.4,202.0,10,8.13,5,73.8,81.56
EMP00357,Operations,Mid,7.5,36.9,181.5,3,8.47,5,54.2,45.9
EMP00358,Operations,Mid,2.8,33.8,175.3,10,8.21,2,60.3,59.23
EMP00359,HR,Mid,5.5,40.2,205.7,3,9.69,1,77.0,66.03
EMP00360,Marketing,Lead,20.2,45.2,189.3,9,6.0,4,81.1,88.93
EMP00361,Customer_Support,Senior,7.4,36.4,199.8,9,12.18,4,55.0,59.44
EMP00362,Sales,Junior,0.0,60.8,158.5,2,8.71,2,59.4,39.68
EMP00363,Sales,Junior,0.8,67.0,158.0,5,12.23,4,52.0,47.88
EMP00364,Sales,Lead,14.7,55.5,183.6,7,6.47,1,70.0,83.37
EMP00365,Finance,Lead,8.0,22.2,180.8,7,7.65,2,75.3,74.99
EMP00366,HR,Manager,18.2,55.8,192.5,6,5.02,3,42.7,68.89
EMP00367,Operations,Mid,6.6,69.0,152.2,2,9.04,6,55.2,52.0
EMP00368,Finance,Senior,9.0,66.3,184.9,9,6.97,5,48.4,78.35
EMP00369,Engineering,Lead,8.8,36.6,188.8,10,7.54,1,71.8,81.53
EMP00370,Operations,Mid,5.4,35.7,188.1,6,7.28,7,45.1,56.5
EMP00371,Operations,Junior,3.2,36.2,169.3,0,6.91,3,44.2,38.66
EMP00372,Engineering,Manager,21.4,18.5,182.3,11,5.43,2,83.5,95.18
EMP00373,Engineering,Junior,0.2,51.2,164.1,4,11.95,4,68.0,52.67
EMP00374,Engineering,Mid,2.0,59.7,170.9,4,9.86,5,69.3,57.38
EMP00375,Sales,Senior,7.3,62.6,160.4,5,8.18,4,67.2,61.6
EMP00376,Sales,Senior,8.3,35.7,164.4,2,11.94,4,73.6,54.74
EMP00377,Customer_Support,Junior,0.6,50.4,171.6,2,6.81,2,53.0,50.09
EMP00378,HR,Senior,5.5,41.4,168.1,4,9.07,2,61.2,58.45
EMP00379,Engineering,Junior,1.5,41.5,164.4,2,8.7,8,65.3,48.71
EMP00380,Finance,Lead,9.9,50.0,156.8,8,7.76,2,76.0,79.07
EMP00381,Marketing,Junior,1.8,56.4,202.5,2,8.79,1,63.2,59.31
EMP00382,Customer_Support,Senior,10.5,45.1,168.0,2,7.03,4,54.5,51.19
EMP00383,Operations,Senior,9.5,48.4,179.6,5,8.49,4,64.7,65.64
EMP00384,HR,Junior,0.7,60.2,150.4,4,9.78,5,88.0,60.0
EMP00385,Engineering,Junior,1.6,60.1,194.0,5,8.89,1,70.9,61.35
EMP00386,Customer_Support,Senior,5.0,30.4,177.3,4,6.86,5,54.8,59.96
EMP00387,Finance,Junior,2.2,64.4,168.8,5,10.9,0,86.3,67.03
EMP00388,Customer_Support,Junior,3.9,54.8,168.9,6,9.26,1,74.0,62.21
EMP00389,Sales,Mid,2.6,40.5,187.2,3,7.7,3,76.2,51.79
EMP00390,Operations,Manager,22.5,38.5,133.7,6,3.21,3,54.0,74.28
EMP00391,Marketing,Mid,6.8,52.2,163.5,7,9.22,4,56.8,56.9
EMP00392,Sales,Mid,2.9,63.2,173.3,4,8.94,4,40.0,51.47
EMP00393,Marketing,Manager,19.2,19.3,173.2,11,6.28,1,75.6,92.8
EMP00394,Finance,Mid,6.5,66.9,210.1,1,12.42,4,63.9,51.94
EMP00395,Sales,Mid,3.6,47.3,170.3,1,10.41,5,40.4,38.92
EMP00396,HR,Mid,4.8,39.4,188.9,3,9.06,2,80.4,69.49
EMP00397,Operations,Mid,2.0,38.9,200.4,2,7.15,3,56.0,50.9
EMP00398,Engineering,Mid,3.3,32.0,184.4,2,11.6,1,67.4,56.07
EMP00399,HR,Senior,12.0,16.9,165.6,5,7.86,2,47.8,56.96
EMP00400,HR,Junior,1.3,61.2,157.0,1,13.38,2,71.9,50.97
EMP00401,Engineering,Senior,8.5,72.7,185.4,4,7.11,3,76.0,75.45
EMP00402,Customer_Support,Junior,1.5,26.7,198.0,0,8.12,2,57.4,42.43
EMP00403,Operations,Mid,2.7,32.7,182.6,3,11.42,2,55.0,47.21
EMP00404,Sales,Junior,3.3,62.3,192.3,8,10.03,2,93.5,66.6
EMP00405,Customer_Support,Mid,5.0,46.3,211.3,11,10.84,9,43.6,51.4
EMP00406,Operations,Senior,9.5,55.5,186.7,3,6.4,3,51.3,59.28
EMP00407,Engineering,Mid,4.7,45.5,159.6,4,7.41,1,78.5,73.27
EMP00408,Operations,Junior,0.8,42.3,175.7,2,8.6,2,47.8,40.89
EMP00409,Sales,Junior,0.0,47.6,194.2,5,6.26,6,48.9,53.77
EMP00410,Customer_Support,Lead,17.7,4.0,171.5,6,5.89,4,71.6,69.64
EMP00411,Finance,Junior,1.8,33.8,196.1,3,7.28,5,70.3,45.41
EMP00412,Finance,Senior,11.3,57.2,174.1,2,7.97,2,68.8,63.02
EMP00413,Sales,Mid,5.4,64.9,179.7,4,8.91,2,64.2,51.11
EMP00414,Operations,Junior,2.8,72.1,170.1,1,8.5,5,51.7,47.44
EMP00415,Sales,Senior,10.0,49.6,177.2,4,8.76,4,59.0,51.57
EMP00416,Engineering,Mid,3.5,13.2,178.0,3,9.53,2,69.1,56.19
EMP00417,Sales,Junior,1.9,41.5,152.5,4,11.74,3,72.2,45.42
EMP00418,Operations,Manager,18.7,54.9,168.8,11,8.72,3,65.1,80.12
EMP00419,Engineering,Junior,1.4,75.3,157.7,4,10.14,6,58.9,56.63
EMP00420,Customer_Support,Mid,2.6,67.4,169.3,1,10.04,4,67.5,49.02
EMP00421,Finance,Mid,4.9,43.5,163.9,5,9.93,1,42.9,52.37
EMP00422,Sales,Mid,2.4,27.4,189.2,3,12.16,6,58.2,43.8
EMP00423,Sales,Senior,12.5,42.4,189.3,8,5.73,2,48.3,66.8
EMP00424,Sales,Junior,0.0,51.2,182.8,4,9.35,2,51.7,43.38
EMP00425,Marketing,Manager,29.3,58.5,157.3,7,2.72,4,87.1,89.4
EMP00426,Operations,Senior,8.1,46.4,173.6,4,7.43,5,42.4,55.46
EMP00427,Engineering,Manager,25.0,35.3,156.1,9,4.71,5,60.2,88.91
EMP00428,Operations,Lead,17.2,40.1,172.9,7,5.46,3,66.1,81.41
EMP00429,Sales,Manager,23.2,41.0,184.1,13,6.09,1,56.4,91.51
EMP00430,Operations,Senior,12.1,52.4,188.9,12,8.46,1,61.9,74.85
EMP00431,Customer_Support,Mid,6.7,36.1,181.6,3,8.85,4,75.2,55.27
EMP00432,Operations,Mid,4.3,31.1,192.6,5,9.65,0,67.9,60.02
EMP00433,Finance,Senior,9.4,63.6,178.6,4,10.62,2,57.4,66.97
EMP00434,Operations,Mid,3.8,22.4,171.7,8,9.77,0,58.4,55.47
EMP00435,Sales,Senior,10.5,67.6,187.2,5,6.11,3,68.4,75.16
EMP00436,Engineering,Junior,1.4,22.3,187.7,2,8.84,2,77.6,54.33
EMP00437,Sales,Lead,12.8,30.2,167.7,13,6.09,4,62.2,77.36
EMP00438,Marketing,Junior,3.0,65.6,180.3,4,11.71,4,68.3,49.86
EMP00439,Finance,Manager,19.7,35.0,170.9,10,5.29,4,67.3,85.57
EMP00440,Marketing,Junior,0.0,31.3,146.9,4,8.71,1,62.9,49.6
EMP00441,Operations,Junior,1.2,57.4,181.2,3,8.38,1,52.7,53.17
EMP00442,Sales,Lead,11.8,40.0,156.9,8,6.64,8,70.9,80.64
EMP00443,Finance,Lead,16.9,35.8,179.6,3,5.87,5,66.5,70.15
EMP00444,Engineering,Senior,10.2,33.6,153.5,7,6.95,1,45.0,59.9
EMP00445,Engineering,Manager,14.0,34.5,164.9,12,8.01,3,60.1,81.36
EMP00446,Finance,Junior,1.0,42.3,168.9,2,9.6,1,57.2,45.94
EMP00447,Customer_Support,Lead,9.5,75.5,191.8,6,7.66,1,55.6,71.01
EMP00448,Marketing,Mid,5.4,43.4,167.5,3,10.09,0,78.4,51.66
EMP00449,Sales,Mid,4.3,41.4,160.0,0,10.35,1,100.0,62.73
EMP00450,Marketing,Mid,2.0,38.9,180.1,4,8.66,2,34.5,42.78
EMP00451,Sales,Junior,0.7,77.7,172.0,2,11.74,0,65.7,50.42
EMP00452,Operations,Mid,2.4,22.4,186.1,3,9.43,3,60.8,47.98
EMP00453,Finance,Senior,12.7,48.4,160.8,5,6.85,6,60.8,63.16
EMP00454,Sales,Junior,1.8,47.4,178.0,3,11.17,3,68.5,54.31
EMP00455,Sales,Manager,24.6,13.6,209.6,14,5.86,3,63.8,89.7
EMP00456,Engineering,Mid,6.6,34.7,171.7,2,9.29,2,65.7,52.77
EMP00457,Customer_Support,Junior,2.0,55.8,177.6,1,9.36,2,58.4,46.91
EMP00458,HR,Senior,11.2,30.0,151.7,7,7.88,2,72.7,72.94
EMP00459,Operations,Junior,2.0,54.9,163.1,5,8.85,3,65.5,52.0
EMP00460,Marketing,Junior,0.3,76.9,181.4,3,9.81,5,66.3,52.59
EMP00461,Marketing,Senior,7.7,45.6,170.4,2,7.78,2,57.0,62.09
EMP00462,Sales,Junior,0.0,29.2,183.6,3,10.49,1,95.8,54.78
EMP00463,Customer_Support,Junior,1.8,38.3,180.9,4,12.05,2,62.3,44.69
EMP00464,Engineering,Senior,7.1,38.7,156.5,2,8.21,6,79.1,66.68
EMP00465,Marketing,Junior,0.9,45.7,189.2,3,11.12,3,57.9,45.76
EMP00466,Finance,Lead,15.8,41.3,157.6,5,7.07,6,65.3,67.67
EMP00467,Finance,Senior,8.9,47.7,164.3,6,9.81,1,65.2,66.55
EMP00468,Customer_Support,Junior,3.7,77.0,178.2,0,12.02,2,35.1,31.75
EMP00469,Sales,Mid,4.7,46.9,196.9,1,8.43,3,53.4,48.55
EMP00470,Marketing,Junior,3.8,33.7,160.9,1,7.23,0,55.2,51.97
EMP00471,HR,Senior,6.7,60.3,177.1,8,6.77,3,58.8,63.17
EMP00472,HR,Junior,3.9,69.9,177.2,3,10.98,3,53.2,47.56
EMP00473,Sales,Manager,19.7,38.5,184.2,12,6.44,4,62.5,88.41
EMP00474,Sales,Junior,0.4,47.3,191.6,1,8.73,0,78.8,51.99
EMP00475,Engineering,Senior,5.8,52.3,169.3,8,10.88,4,71.6,76.08
EMP00476,Engineering,Junior,2.2,47.8,189.2,8,9.4,2,55.8,60.42
EMP00477,HR,Junior,2.5,20.2,193.6,3,9.3,5,53.6,45.31
EMP00478,Marketing,Mid,2.0,55.5,200.0,4,9.11,5,59.5,60.87
EMP00479,Marketing,Mid,5.2,60.4,182.0,2,10.84,5,47.0,49.64
EMP00480,HR,Manager,16.1,56.6,177.2,9,5.42,5,69.7,83.64
EMP00481,HR,Junior,2.4,40.0,168.4,2,11.61,2,82.2,48.62
EMP00482,Engineering,Junior,1.1,54.4,154.6,1,10.78,1,63.1,48.18
EMP00483,Marketing,Mid,3.4,50.7,171.1,6,11.24,3,64.9,58.9
EMP00484,Engineering,Mid,2.8,48.3,176.6,9,10.48,1,64.9,63.26
EMP00485,Sales,Lead,15.5,40.7,173.5,9,7.42,3,54.4,79.38
EMP00486,HR,Lead,12.9,39.6,183.4,7,8.27,2,68.3,83.76
EMP00487,HR,Lead,15.6,42.2,154.6,5,7.05,3,58.0,68.54
EMP00488,Engineering,Junior,3.0,62.1,172.5,2,8.74,1,60.3,46.7
EMP00489,Marketing,Mid,2.2,65.3,202.9,3,10.42,1,44.6,54.03
EMP00490,Marketing,Senior,5.0,31.7,188.9,4,8.65,1,64.8,61.25
EMP00491,Finance,Mid,6.5,44.4,183.6,3,10.66,2,75.8,62.59
EMP00492,Finance,Senior,5.0,36.7,180.5,6,10.47,5,71.5,62.79
EMP00493,Finance,Junior,1.5,42.5,169.9,0,10.76,4,80.9,52.9
EMP00494,Engineering,Mid,2.0,22.8,150.4,5,10.91,3,61.9,50.6
EMP00495,Operations,Lead,14.4,39.4,181.4,10,7.77,1,70.2,81.48
EMP00496,Marketing,Junior,1.7,58.2,140.7,1,10.62,7,50.8,40.65
EMP00497,HR,Manager,17.8,32.7,170.4,5,5.37,1,74.5,81.1
EMP00498,Marketing,Mid,2.8,46.9,174.9,6,9.76,0,83.7,69.25
EMP00499,Engineering,Junior,0.0,57.3,168.7,3,10.77,3,76.0,59.25
EMP00500,Marketing,Junior,2.3,72.2,205.4,3,10.34,3,83.9,54.07
EMP00501,Finance,Junior,1.2,44.7,200.5,6,10.36,2,55.8,57.1
EMP00502,Operations,Mid,4.7,29.4,189.5,5,9.44,3,58.4,53.94
EMP00503,Customer_Support,Junior,2.1,49.6,162.0,2,12.77,8,47.0,33.59
EMP00504,Marketing,Senior,15.0,71.3,201.9,5,7.54,4,64.4,73.07
EMP00505,Marketing,Lead,16.0,21.6,183.7,11,7.9,4,67.2,80.77
EMP00506,Operations,Mid,7.7,56.8,161.8,3,8.77,9,60.3,51.63
EMP00507,Engineering,Junior,1.8,68.4,175.5,3,10.38,1,64.3,47.56
EMP00508,Operations,Mid,5.6,11.5,188.4,5,7.84,1,54.1,53.96
EMP00509,HR,Senior,7.0,49.2,166.6,6,7.67,2,70.1,66.14
EMP00510,Sales,Mid,2.8,56.1,177.0,5,8.75,2,60.1,58.1
EMP00511,Sales,Junior,1.7,47.0,179.4,8,7.98,6,48.2,51.76
EMP00512,Operations,Mid,7.6,37.3,159.6,3,8.93,4,37.2,54.31
EMP00513,Sales,Mid,2.0,38.1,171.2,3,8.3,5,54.9,47.26
EMP00514,Engineering,Mid,5.0,42.1,160.6,2,7.62,3,53.4,47.21
EMP00515,Engineering,Junior,1.4,46.5,187.2,2,13.0,3,60.0,46.22
EMP00516,Sales,Manager,14.2,27.6,162.3,5,8.41,2,56.9,64.78
EMP00517,Engineering,Junior,2.4,45.8,179.1,2,12.73,1,68.2,51.61
EMP00518,Finance,Junior,1.3,68.9,155.5,4,9.92,4,55.0,48.09
EMP00519,Sales,Junior,0.0,32.8,159.1,4,9.78,3,88.3,56.98
EMP00520,Operations,Mid,5.5,20.8,158.5,4,9.65,2,44.9,46.04
EMP00521,Operations,Mid,2.7,65.1,170.9,5,10.03,2,74.5,61.14
EMP00522,Engineering,Junior,2.2,48.1,177.5,3,9.44,4,68.0,60.86
EMP00523,Sales,Mid,5.9,41.2,180.1,7,7.99,2,54.1,59.41
EMP00524,Marketing,Senior,14.7,41.3,150.2,3,8.31,0,71.1,60.71
EMP00525,Sales,Junior,0.5,54.1,172.6,4,7.95,6,56.6,45.77
EMP00526,Engineering,Lead,8.7,31.1,164.5,4,8.78,4,60.3,58.41
EMP00527,Customer_Support,Mid,3.5,54.6,182.5,1,8.98,3,79.5,51.95
EMP00528,Customer_Support,Junior,0.0,36.6,171.3,2,11.32,6,31.7,14.66
EMP00529,Operations,Manager,24.3,30.5,173.9,7,6.94,2,57.1,81.24
EMP00530,Engineering,Lead,16.5,5.8,164.6,5,7.68,3,72.3,66.65
EMP00531,Finance,Mid,5.9,64.6,199.1,6,7.42,1,79.9,75.27
EMP00532,Finance,Lead,18.1,36.4,157.0,5,4.54,3,58.2,71.3
EMP00533,Engineering,Mid,2.0,57.1,169.4,4,7.39,5,100.0,69.39
EMP00534,Finance,Mid,5.2,54.1,176.5,6,8.45,2,72.1,72.98
EMP00535,Sales,Lead,15.3,47.2,171.5,7,4.95,5,33.6,64.67
EMP00536,Engineering,Senior,10.2,42.9,164.3,4,8.0,3,52.6,58.33
EMP00537,Marketing,Junior,0.3,56.8,149.6,1,8.89,3,66.8,45.29
EMP00538,Sales,Senior,8.9,28.6,165.3,2,7.44,5,48.3,45.52
EMP00539,Sales,Mid,3.7,29.4,161.6,4,9.3,0,68.6,59.01
EMP00540,Operations,Junior,1.8,49.5,198.5,2,10.47,5,54.6,45.17
EMP00541,Customer_Support,Manager,22.4,24.8,206.7,5,4.52,6,43.6,68.52
EMP00542,Marketing,Mid,6.8,68.4,174.3,9,8.27,3,52.4,68.88
EMP00543,Operations,Mid,4.4,52.6,155.3,3,9.69,2,70.2,57.18
EMP00544,Customer_Support,Mid,7.0,36.3,185.3,5,8.66,2,33.7,47.13
EMP00545,Sales,Mid,5.5,42.9,161.3,5,8.83,3,74.5,60.85
EMP00546,HR,Junior,1.4,53.0,167.3,4,10.92,3,78.9,52.6
EMP00547,Engineering,Manager,19.9,34.0,166.2,5,4.72,3,66.0,78.48
EMP00548,Sales,Senior,5.0,47.1,168.0,2,9.92,7,45.1,34.65
EMP00549,Finance,Senior,9.0,44.0,170.0,6,11.4,2,69.7,64.22
EMP00550,HR,Mid,4.2,26.1,156.6,2,9.61,4,60.2,47.1
EMP00551,HR,Junior,0.0,18.7,165.2,4,9.53,3,47.8,35.27
EMP00552,Sales,Junior,1.0,45.4,189.3,0,7.99,2,84.9,55.98
EMP00553,Engineering,Mid,6.1,55.4,174.5,0,8.26,7,59.4,51.19
EMP00554,Customer_Support,Junior,2.9,45.6,176.8,6,10.26,4,40.3,46.26
EMP00555,Sales,Senior,14.7,61.5,143.7,3,7.23,4,65.4,65.41
EMP00556,Engineering,Lead,16.4,38.3,188.3,9,6.73,1,69.2,84.52
EMP00557,Engineering,Mid,6.1,67.4,165.4,3,8.8,3,87.8,65.35
EMP00558,HR,Mid,5.4,64.3,190.7,7,8.35,4,61.4,59.46
EMP00559,Marketing,Senior,13.7,58.8,177.2,5,7.45,7,59.6,58.11
EMP00560,HR,Junior,1.0,32.9,167.1,5,8.88,3,70.0,59.09
EMP00561,Sales,Manager,18.8,35.3,151.5,9,6.26,5,64.4,80.38
EMP00562,Engineering,Mid,2.0,65.3,205.4,8,9.74,2,72.8,65.7
EMP00563,Operations,Junior,1.3,55.1,186.2,4,11.93,5,63.3,49.12
EMP00564,Marketing,Junior,2.8,59.3,187.1,3,8.68,2,66.0,49.07
EMP00565,Finance,Manager,15.6,14.2,200.5,10,7.59,8,58.0,78.77
EMP00566,Finance,Junior,2.5,79.8,178.1,3,10.99,5,73.0,56.67
EMP00567,Operations,Senior,9.8,31.1,193.9,5,7.73,3,55.7,57.28
EMP00568,Sales,Junior,2.7,21.1,168.3,2,8.84,3,71.7,40.42
EMP00569,Engineering,Junior,0.0,45.7,185.3,1,12.02,4,86.7,50.3
EMP00570,Marketing,Lead,13.6,4.0,166.2,6,5.38,4,55.9,67.62
EMP00571,Engineering,Junior,3.6,34.7,167.9,3,8.51,2,98.9,57.5
EMP00572,Operations,Junior,2.3,89.4,176.4,4,8.33,3,51.4,48.52
EMP00573,HR,Mid,2.5,41.3,157.3,3,8.5,2,57.5,56.64
EMP00574,Operations,Lead,17.6,17.6,179.6,6,6.31,1,66.5,72.73
EMP00575,Operations,Mid,7.3,47.4,170.6,5,10.85,2,65.3,68.41
EMP00576,Marketing,Junior,4.0,37.5,147.2,1,9.0,3,64.9,48.7
EMP00577,Customer_Support,Manager,10.0,48.0,168.6,13,10.29,4,67.8,77.67
EMP00578,Marketing,Senior,5.6,29.7,170.2,4,9.93,6,67.0,52.46
EMP00579,Operations,Lead,14.3,43.1,186.9,7,6.39,4,84.8,74.29
EMP00580,Engineering,Senior,6.1,25.8,179.0,8,7.91,2,69.4,71.97
EMP00581,HR,Senior,6.4,82.0,195.3,6,8.83,3,55.7,62.69
EMP00582,Marketing,Mid,2.0,54.6,182.3,2,9.63,4,57.4,48.41
EMP00583,Sales,Mid,6.3,44.8,167.2,2,7.29,4,67.7,55.65
EMP00584,Engineering,Senior,12.8,38.6,174.2,4,6.64,4,75.8,68.82
EMP00585,Customer_Support,Senior,13.9,34.7,170.1,8,5.34,3,60.5,74.11
EMP00586,Marketing,Manager,11.9,23.6,181.8,14,9.55,5,53.8,79.1
EMP00587,Sales,Mid,5.9,35.2,175.8,2,9.17,1,75.3,53.19
EMP00588,Engineering,Junior,0.6,76.2,166.2,2,9.63,5,93.2,61.86
EMP00589,Engineering,Mid,3.0,38.7,175.1,4,8.44,3,70.4,50.22
EMP00590,Sales,Senior,9.6,11.1,181.5,2,7.33,2,83.7,64.46
EMP00591,Customer_Support,Mid,2.0,29.5,160.9,6,7.47,1,68.4,59.43
EMP00592,HR,Senior,8.1,56.9,179.4,4,8.54,1,92.6,62.73
EMP00593,Engineering,Mid,3.4,43.2,152.9,10,10.41,3,75.7,61.0
EMP00594,Marketing,Junior,0.0,49.0,190.5,6,12.34,2,65.6,51.16
EMP00595,Sales,Mid,8.0,64.5,182.4,5,9.79,3,72.1,59.44
EMP00596,Engineering,Senior,13.6,31.3,197.8,4,8.59,1,64.8,68.56
EMP00597,Finance,Lead,9.4,48.5,159.4,13,9.42,2,67.9,81.8
EMP00598,Marketing,Mid,2.8,37.0,190.9,6,9.19,8,80.0,67.31
EMP00599,Customer_Support,Mid,2.9,55.6,188.1,5,7.52,8,67.8,54.69
EMP00600,Marketing,Mid,2.5,41.1,172.4,5,10.54,2,63.6,57.96
EMP00601,HR,Mid,6.9,43.4,169.7,5,7.83,6,68.4,56.87
EMP00602,Operations,Junior,1.5,63.3,159.8,4,9.81,5,69.1,52.34
EMP00603,Customer_Support,Lead,17.3,50.2,156.2,6,5.26,2,66.7,73.6
EMP00604,Finance,Lead,8.0,36.5,164.5,8,9.59,5,72.0,65.26
EMP00605,Customer_Support,Mid,4.0,39.9,157.4,5,10.43,4,62.1,48.63
EMP00606,Operations,Mid,3.2,71.0,197.3,6,7.39,3,50.1,59.77
EMP00607,Operations,Junior,1.2,59.8,154.0,4,10.12,3,52.0,40.25
EMP00608,Sales,Mid,7.3,41.1,177.1,4,10.24,1,67.5,57.35
EMP00609,Finance,Mid,5.7,37.2,181.1,4,8.82,4,73.0,61.39
EMP00610,HR,Senior,6.1,58.4,180.0,9,8.58,0,74.4,75.65
EMP00611,Marketing,Junior,2.3,52.7,181.2,4,11.18,4,55.9,51.24
EMP00612,Finance,Senior,9.2,40.5,188.2,11,7.79,0,61.2,85.63
EMP00613,Customer_Support,Junior,2.8,52.7,168.8,1,9.64,1,43.9,34.4
EMP00614,Customer_Support,Senior,10.4,48.1,176.2,6,9.09,3,41.3,55.16
EMP00615,Engineering,Senior,6.4,42.1,170.9,9,7.14,5,71.0,73.85
EMP00616,Finance,Junior,1.4,69.1,193.2,2,9.0,3,79.3,55.03
EMP00617,Finance,Mid,2.7,65.9,204.4,5,7.03,2,64.2,69.39
EMP00618,Engineering,Lead,15.1,47.0,158.3,10,9.8,0,92.9,95.48
EMP00619,Sales,Senior,7.1,63.6,146.6,5,8.62,2,60.0,71.57
EMP00620,Sales,Junior,1.2,51.1,183.0,1,11.45,3,62.4,42.48
EMP00621,Operations,Mid,2.1,57.4,190.0,6,7.84,3,48.1,49.53
EMP00622,HR,Mid,6.8,62.1,202.4,6,10.58,4,61.8,58.77
EMP00623,Customer_Support,Senior,6.9,58.3,185.3,7,8.07,6,43.7,53.78
EMP00624,HR,Senior,13.3,56.7,194.5,8,9.52,8,47.5,67.14
EMP00625,Customer_Support,Junior,2.1,60.5,198.2,6,9.57,4,43.9,51.53
EMP00626,HR,Senior,14.7,72.4,195.5,6,5.87,3,67.0,78.67
EMP00627,Operations,Senior,9.3,34.9,187.3,5,9.67,2,51.2,66.59
EMP00628,Sales,Senior,8.2,40.7,157.0,3,8.39,3,56.0,55.62
EMP00629,Marketing,Junior,1.2,47.8,174.9,3,8.34,3,68.9,49.66
EMP00630,Operations,Mid,4.5,41.5,179.2,3,6.87,2,41.4,48.63
EMP00631,Customer_Support,Mid,2.0,17.2,173.6,4,10.1,4,59.0,42.16
EMP00632,Operations,Junior,1.1,71.6,174.5,4,9.96,3,70.2,49.97
EMP00633,Sales,Mid,2.0,31.6,196.9,1,9.81,2,73.2,50.84
EMP00634,Engineering,Junior,2.7,53.5,164.4,2,10.1,2,76.2,57.96
EMP00635,Sales,Junior,3.0,29.7,186.2,3,9.53,1,61.4,44.48
EMP00636,Sales,Senior,7.2,52.3,179.4,5,8.97,7,54.5,51.07
EMP00637,Finance,Junior,2.8,39.2,163.0,6,10.77,2,62.0,56.92
EMP00638,Finance,Senior,9.0,26.0,159.9,8,7.98,2,82.8,70.24
EMP00639,Operations,Junior,1.3,53.9,151.2,2,10.69,5,63.3,43.98
EMP00640,Operations,Mid,2.3,36.5,181.8,3,10.28,1,58.7,54.36
EMP00641,Finance,Mid,2.0,38.4,174.1,5,11.02,1,69.8,61.29
EMP00642,Operations,Senior,7.3,45.6,163.4,9,5.3,4,60.6,71.81
EMP00643,Sales,Senior,8.7,55.0,148.7,4,7.63,2,64.7,67.43
EMP00644,Engineering,Mid,2.0,34.7,181.1,4,10.29,1,67.0,59.0
EMP00645,Marketing,Senior,10.2,28.1,172.6,5,10.96,1,59.0,54.92
EMP00646,Operations,Junior,0.0,51.4,165.0,6,11.8,2,72.0,63.41
EMP00647,Sales,Mid,2.3,55.1,161.5,5,11.16,6,38.6,46.21
EMP00648,Marketing,Junior,1.3,72.9,171.7,4,13.69,3,69.7,53.09
EMP00649,Finance,Mid,2.7,30.9,181.6,3,9.3,2,57.3,52.77
EMP00650,Sales,Junior,0.6,46.2,170.4,2,12.97,4,39.1,26.55
EMP00651,HR,Lead,12.5,56.6,158.4,3,8.31,4,54.3,58.18
EMP00652,Operations,Mid,3.6,76.6,174.2,3,7.92,3,59.6,62.79
